userid,age,occupation,gender
285538,30,sales/marketing,M
309403,83,retired,F
427163,28,academic/educator,M
425000,32,college/grad student,M
100041,27,college/grad student,M
139137,27,college/grad student,M
128393,19,sales/marketing,M
128806,29,sales/marketing,M
83863,22,self-employed,F
191761,33,homemaker,F
371264,30,college/grad student,M
409175,25,college/grad student,M
369134,28,college/grad student,M
403937,31,executive/managerial,F
371500,26,scientist,M
392328,34,other or not specified,M
350878,46,college/grad student,M
273005,23,scientist,M
31892,33,sales/marketing,M
430473,25,college/grad student,M
27719,25,sales/marketing,M
343374,25,self-employed,M
226622,27,executive/managerial,M
194291,32,college/grad student,M
303056,27,executive/managerial,M
1059,37,executive/managerial,M
65494,30,scientist,M
154849,31,college/grad student,M
69021,32,clerical/admin,M
204500,31,sales/marketing,F
440183,21,K-12 student,M
194575,32,executive/managerial,M
111714,29,scientist,F
175690,28,scientist,M
355186,25,executive/managerial,M
84790,46,writer,F
447859,32,sales/marketing,M
167356,26,executive/managerial,M
153256,68,retired,M
32961,60,academic/educator,M
332433,26,scientist,M
120328,27,college/grad student,M
300467,34,college/grad student,M
252646,28,academic/educator,M
348804,26,college/grad student,M
443893,30,college/grad student,F
437510,18,homemaker,F
295843,28,sales/marketing,M
346919,29,scientist,M
181553,41,writer,M
411416,31,academic/educator,F
123914,30,other or not specified,M
214315,47,executive/managerial,M
238895,32,scientist,M
400819,33,writer,M
318529,81,clerical/admin,M
328688,30,scientist,M
55580,28,artist,M
301438,33,sales/marketing,M
440766,27,executive/managerial,M
143348,32,sales/marketing,F
49074,30,academic/educator,M
15446,32,scientist,M
168779,28,sales/marketing,M
109485,30,homemaker,M
443632,25,other or not specified,M
145340,25,sales/marketing,F
386881,32,executive/managerial,M
246088,29,sales/marketing,M
380057,26,sales/marketing,M
442292,27,academic/educator,F
183296,29,executive/managerial,F
262320,25,sales/marketing,M
110363,21,other or not specified,F
205989,30,K-12 student,M
410033,26,scientist,M
119586,30,sales/marketing,M
117675,34,self-employed,M
310515,32,executive/managerial,M
120832,33,self-employed,M
133363,27,college/grad student,M
296837,31,artist,M
315300,29,sales/marketing,M
402869,31,artist,F
284764,33,executive/managerial,M
417994,30,sales/marketing,M
268851,35,executive/managerial,M
211501,9,K-12 student,M
305884,35,sales/marketing,F
386285,25,executive/managerial,M
9082,26,executive/managerial,M
333417,27,college/grad student,M
4228,33,college/grad student,M
48106,32,executive/managerial,M
417020,19,sales/marketing,M
115020,34,other or not specified,F
54307,34,academic/educator,M
175815,26,sales/marketing,M
311677,29,self-employed,M
349646,30,college/grad student,M
43057,33,college/grad student,M
239519,30,scientist,M
15581,34,self-employed,M
131495,31,college/grad student,M
259483,32,college/grad student,M
328082,25,self-employed,M
135700,26,self-employed,F
402041,29,executive/managerial,M
239962,33,executive/managerial,M
255930,26,other or not specified,F
35519,30,scientist,M
357203,15,K-12 student,F
425301,26,executive/managerial,M
45397,34,sales/marketing,M
347851,26,self-employed,M
258396,31,programmer,M
211409,29,college/grad student,M
342760,30,college/grad student,M
288817,26,college/grad student,M
313374,32,other or not specified,M
42156,41,academic/educator,F
36969,29,tradesman/craftsman,M
198198,28,college/grad student,M
259643,27,college/grad student,M
202936,26,executive/managerial,M
48322,31,college/grad student,F
44749,28,homemaker,M
245124,30,sales/marketing,M
279800,75,executive/managerial,M
103794,29,executive/managerial,M
74421,46,self-employed,M
32124,32,college/grad student,M
251158,32,scientist,M
362378,18,K-12 student,M
48947,33,self-employed,M
101799,20,sales/marketing,M
115927,87,retired,F
13282,17,K-12 student,F
292072,32,college/grad student,M
19536,18,executive/managerial,M
321915,26,executive/managerial,M
146155,31,scientist,M
156912,26,executive/managerial,F
209820,32,executive/managerial,M
283786,26,sales/marketing,M
368343,27,executive/managerial,M
177139,47,academic/educator,F
187141,29,scientist,M
307031,25,college/grad student,M
178978,18,sales/marketing,M
129512,25,sales/marketing,M
276063,27,sales/marketing,M
335143,31,executive/managerial,M
32667,34,sales/marketing,M
424890,29,college/grad student,M
345813,18,scientist,M
407901,29,scientist,M
109672,26,scientist,M
281422,31,sales/marketing,M
111007,25,executive/managerial,M
169574,34,self-employed,M
331840,28,sales/marketing,M
358507,28,sales/marketing,M
185615,32,other or not specified,M
38304,28,sales/marketing,M
85388,34,sales/marketing,M
91975,32,executive/managerial,M
421013,34,sales/marketing,M
351856,28,college/grad student,M
152862,34,sales/marketing,M
294663,34,college/grad student,M
384221,30,other or not specified,F
194278,30,college/grad student,M
194637,32,executive/managerial,M
390172,32,executive/managerial,M
208763,30,executive/managerial,M
283562,33,sales/marketing,M
435786,68,executive/managerial,F
324756,87,retired,F
222835,28,college/grad student,F
105495,28,college/grad student,F
330817,25,scientist,M
435220,25,unemployed,M
1402,33,college/grad student,M
176906,34,sales/marketing,M
48895,34,executive/managerial,M
235962,25,scientist,M
224941,30,artist,F
166845,32,other or not specified,M
146946,26,self-employed,F
135897,26,college/grad student,M
163737,25,college/grad student,M
397013,26,academic/educator,F
53497,28,tradesman/craftsman,M
227162,34,college/grad student,M
441425,13,K-12 student,M
218150,37,sales/marketing,M
170364,26,executive/managerial,M
9576,33,scientist,M
315059,28,college/grad student,M
29162,21,sales/marketing,M
359613,33,college/grad student,M
44765,33,executive/managerial,M
243083,28,sales/marketing,M
44529,31,executive/managerial,M
20722,33,college/grad student,M
291450,18,K-12 student,M
70615,31,scientist,M
13121,30,homemaker,M
219823,27,college/grad student,M
225547,34,executive/managerial,M
416376,31,sales/marketing,M
269824,29,other or not specified,M
101402,27,scientist,M
275663,31,sales/marketing,M
147515,25,sales/marketing,F
96256,25,sales/marketing,M
89905,43,academic/educator,M
148930,26,self-employed,M
44646,33,executive/managerial,M
41176,34,self-employed,M
48546,25,college/grad student,M
213213,29,executive/managerial,M
417365,30,college/grad student,M
447802,31,sales/marketing,M
400784,39,college/grad student,F
294984,34,self-employed,F
271026,26,scientist,M
4924,23,sales/marketing,M
392816,33,self-employed,M
99523,27,sales/marketing,M
158497,28,college/grad student,M
309693,28,executive/managerial,M
217244,25,self-employed,M
207641,8,self-employed,M
207636,32,college/grad student,M
446472,30,scientist,M
226398,28,scientist,M
272333,18,K-12 student,M
347978,29,homemaker,F
234689,28,self-employed,F
172023,31,executive/managerial,M
321878,34,self-employed,M
375317,32,college/grad student,M
286056,25,college/grad student,M
277543,27,retired,F
92118,29,sales/marketing,M
297752,27,scientist,F
424658,28,executive/managerial,M
148724,32,college/grad student,M
34533,30,executive/managerial,M
319902,51,homemaker,M
416887,25,executive/managerial,M
401530,33,scientist,M
212986,26,college/grad student,M
160747,28,other or not specified,F
285816,31,college/grad student,M
217744,33,executive/managerial,F
288333,30,clerical/admin,M
357478,26,executive/managerial,F
98552,38,executive/managerial,M
430560,32,other or not specified,M
56917,26,college/grad student,M
438336,26,college/grad student,M
53123,28,sales/marketing,M
347050,34,college/grad student,M
34641,34,scientist,M
8643,28,college/grad student,M
387609,27,executive/managerial,F
249772,30,college/grad student,M
254177,30,college/grad student,M
175780,29,artist,M
104488,33,college/grad student,M
287279,29,sales/marketing,M
184434,27,college/grad student,M
194307,28,other or not specified,M
280451,33,scientist,M
58240,31,self-employed,M
195072,33,executive/managerial,M
417348,20,sales/marketing,M
381365,28,college/grad student,M
85265,28,college/grad student,M
393436,25,college/grad student,M
88174,30,self-employed,M
412100,27,other or not specified,F
316836,48,sales/marketing,M
287249,19,college/grad student,M
76936,26,other or not specified,M
289593,29,sales/marketing,M
385314,34,college/grad student,M
245087,25,homemaker,M
394577,30,college/grad student,M
323375,34,scientist,F
55160,30,scientist,M
9063,26,other or not specified,M
124600,27,self-employed,F
358699,26,artist,M
346273,34,academic/educator,M
107214,30,clerical/admin,M
262167,33,scientist,M
310692,32,sales/marketing,M
37639,24,sales/marketing,M
82196,22,sales/marketing,M
251836,29,college/grad student,M
429773,43,self-employed,M
233764,33,college/grad student,F
21925,34,executive/managerial,M
191262,22,sales/marketing,M
137547,20,college/grad student,M
392057,31,other or not specified,M
216682,34,college/grad student,M
110553,27,college/grad student,M
72094,33,scientist,M
333865,42,college/grad student,M
410311,30,self-employed,F
16207,25,college/grad student,M
26277,32,sales/marketing,M
402469,27,scientist,M
287075,25,self-employed,M
166341,28,college/grad student,M
42944,28,college/grad student,M
103790,32,college/grad student,F
155745,27,other or not specified,M
295877,33,college/grad student,M
81409,30,other or not specified,M
73635,26,scientist,M
223468,28,college/grad student,M
376397,33,college/grad student,M
212755,34,other or not specified,M
276338,34,college/grad student,M
251781,29,executive/managerial,M
340799,30,college/grad student,M
215834,20,sales/marketing,M
117088,29,other or not specified,M
10741,29,executive/managerial,F
126155,31,college/grad student,M
79745,20,college/grad student,M
165768,34,executive/managerial,M
424503,29,sales/marketing,M
62766,42,self-employed,F
171358,25,self-employed,F
102655,31,executive/managerial,M
142113,26,college/grad student,F
428048,25,self-employed,M
47136,25,college/grad student,M
217184,25,homemaker,M
6173,22,sales/marketing,M
369253,34,scientist,M
426005,23,sales/marketing,M
841,34,college/grad student,M
259941,32,college/grad student,M
9649,28,sales/marketing,M
166902,32,college/grad student,M
361414,30,executive/managerial,M
102807,28,scientist,M
279207,32,sales/marketing,M
414273,29,self-employed,M
247037,25,college/grad student,M
405031,34,academic/educator,M
212196,33,executive/managerial,M
408012,34,scientist,M
251100,49,self-employed,F
148620,28,self-employed,M
133105,28,college/grad student,M
239182,32,executive/managerial,M
446316,25,college/grad student,M
258512,28,tradesman/craftsman,M
445311,28,college/grad student,M
58922,40,clerical/admin,M
360354,31,college/grad student,M
271464,34,sales/marketing,M
432819,26,executive/managerial,F
87273,28,college/grad student,M
190594,31,self-employed,M
391227,30,scientist,F
346019,25,college/grad student,M
87195,26,academic/educator,M
1244,26,sales/marketing,M
221076,33,retired,M
91970,30,technician/engineer,M
63532,49,other or not specified,M
148139,33,executive/managerial,M
349440,34,academic/educator,F
329322,27,executive/managerial,M
392335,31,other or not specified,M
87378,34,executive/managerial,M
231086,28,sales/marketing,M
210932,34,K-12 student,M
184899,68,academic/educator,F
222490,30,other or not specified,M
193030,34,college/grad student,F
249565,32,scientist,M
336668,34,college/grad student,M
199769,21,sales/marketing,M
274736,25,executive/managerial,M
143013,18,sales/marketing,M
193081,33,self-employed,M
319783,27,other or not specified,M
221259,31,other or not specified,M
41439,30,sales/marketing,M
244143,34,college/grad student,F
344713,51,other or not specified,M
291477,32,executive/managerial,M
340812,26,academic/educator,M
218074,30,programmer,M
355775,33,homemaker,F
367203,33,homemaker,M
171133,30,unemployed,M
138740,29,executive/managerial,M
117602,34,college/grad student,F
356438,28,self-employed,M
262032,30,academic/educator,F
363904,33,executive/managerial,M
